analysis_kind,analysis_id,metric,method,status,reason
method_confidence_interval,position_mae:estimator_rank_3::ca_kf_s1e-06_q100::raw_predicted_pv,position_mae,estimator_rank_3::ca_kf_s1e-06_q100::raw_predicted_pv,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_mae:estimator_rank_3::ca_kf_s1e-06_q100::scalar_projected_pva,position_mae,estimator_rank_3::ca_kf_s1e-06_q100::scalar_projected_pva,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_mae:jerk_qp_pva_direct,position_mae,jerk_qp_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_mae:jerk_qp_pva_ruckig,position_mae,jerk_qp_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_mae:one_step_governed_pva_direct,position_mae,one_step_governed_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_mae:one_step_governed_pva_ruckig,position_mae,one_step_governed_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_mae:predicted_p,position_mae,predicted_p,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_mae:raw_predicted_pv,position_mae,raw_predicted_pv,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_mae:scalar_projected_pva,position_mae,scalar_projected_pva,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:deployed_p_only,position_p95_abs_error,deployed_p_only,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:estimator_rank_2::local_poly_w7_d3_lag1::deployed_p_only,position_p95_abs_error,estimator_rank_2::local_poly_w7_d3_lag1::deployed_p_only,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:estimator_rank_2::local_poly_w7_d3_lag1::jerk_qp_pva_direct,position_p95_abs_error,estimator_rank_2::local_poly_w7_d3_lag1::jerk_qp_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:estimator_rank_2::local_poly_w7_d3_lag1::jerk_qp_pva_ruckig,position_p95_abs_error,estimator_rank_2::local_poly_w7_d3_lag1::jerk_qp_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:estimator_rank_2::local_poly_w7_d3_lag1::one_step_governed_pva_direct,position_p95_abs_error,estimator_rank_2::local_poly_w7_d3_lag1::one_step_governed_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:estimator_rank_2::local_poly_w7_d3_lag1::one_step_governed_pva_ruckig,position_p95_abs_error,estimator_rank_2::local_poly_w7_d3_lag1::one_step_governed_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:estimator_rank_2::local_poly_w7_d3_lag1::predicted_p,position_p95_abs_error,estimator_rank_2::local_poly_w7_d3_lag1::predicted_p,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:estimator_rank_2::local_poly_w7_d3_lag1::raw_predicted_pv,position_p95_abs_error,estimator_rank_2::local_poly_w7_d3_lag1::raw_predicted_pv,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:estimator_rank_2::local_poly_w7_d3_lag1::scalar_projected_pva,position_p95_abs_error,estimator_rank_2::local_poly_w7_d3_lag1::scalar_projected_pva,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:estimator_rank_3::ca_kf_s1e-06_q100::deployed_p_only,position_p95_abs_error,estimator_rank_3::ca_kf_s1e-06_q100::deployed_p_only,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:estimator_rank_3::ca_kf_s1e-06_q100::jerk_qp_pva_direct,position_p95_abs_error,estimator_rank_3::ca_kf_s1e-06_q100::jerk_qp_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:estimator_rank_3::ca_kf_s1e-06_q100::jerk_qp_pva_ruckig,position_p95_abs_error,estimator_rank_3::ca_kf_s1e-06_q100::jerk_qp_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:estimator_rank_3::ca_kf_s1e-06_q100::one_step_governed_pva_direct,position_p95_abs_error,estimator_rank_3::ca_kf_s1e-06_q100::one_step_governed_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:estimator_rank_3::ca_kf_s1e-06_q100::one_step_governed_pva_ruckig,position_p95_abs_error,estimator_rank_3::ca_kf_s1e-06_q100::one_step_governed_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:estimator_rank_3::ca_kf_s1e-06_q100::predicted_p,position_p95_abs_error,estimator_rank_3::ca_kf_s1e-06_q100::predicted_p,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:estimator_rank_3::ca_kf_s1e-06_q100::raw_predicted_pv,position_p95_abs_error,estimator_rank_3::ca_kf_s1e-06_q100::raw_predicted_pv,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:estimator_rank_3::ca_kf_s1e-06_q100::scalar_projected_pva,position_p95_abs_error,estimator_rank_3::ca_kf_s1e-06_q100::scalar_projected_pva,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:jerk_qp_pva_direct,position_p95_abs_error,jerk_qp_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:jerk_qp_pva_ruckig,position_p95_abs_error,jerk_qp_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:one_step_governed_pva_direct,position_p95_abs_error,one_step_governed_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:one_step_governed_pva_ruckig,position_p95_abs_error,one_step_governed_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:predicted_p,position_p95_abs_error,predicted_p,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:raw_predicted_pv,position_p95_abs_error,raw_predicted_pv,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_p95_abs_error:scalar_projected_pva,position_p95_abs_error,scalar_projected_pva,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:deployed_p_only,position_rmse,deployed_p_only,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:estimator_rank_2::local_poly_w7_d3_lag1::deployed_p_only,position_rmse,estimator_rank_2::local_poly_w7_d3_lag1::deployed_p_only,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:estimator_rank_2::local_poly_w7_d3_lag1::jerk_qp_pva_direct,position_rmse,estimator_rank_2::local_poly_w7_d3_lag1::jerk_qp_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:estimator_rank_2::local_poly_w7_d3_lag1::jerk_qp_pva_ruckig,position_rmse,estimator_rank_2::local_poly_w7_d3_lag1::jerk_qp_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:estimator_rank_2::local_poly_w7_d3_lag1::one_step_governed_pva_direct,position_rmse,estimator_rank_2::local_poly_w7_d3_lag1::one_step_governed_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:estimator_rank_2::local_poly_w7_d3_lag1::one_step_governed_pva_ruckig,position_rmse,estimator_rank_2::local_poly_w7_d3_lag1::one_step_governed_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:estimator_rank_2::local_poly_w7_d3_lag1::predicted_p,position_rmse,estimator_rank_2::local_poly_w7_d3_lag1::predicted_p,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:estimator_rank_2::local_poly_w7_d3_lag1::raw_predicted_pv,position_rmse,estimator_rank_2::local_poly_w7_d3_lag1::raw_predicted_pv,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:estimator_rank_2::local_poly_w7_d3_lag1::scalar_projected_pva,position_rmse,estimator_rank_2::local_poly_w7_d3_lag1::scalar_projected_pva,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:estimator_rank_3::ca_kf_s1e-06_q100::deployed_p_only,position_rmse,estimator_rank_3::ca_kf_s1e-06_q100::deployed_p_only,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:estimator_rank_3::ca_kf_s1e-06_q100::jerk_qp_pva_direct,position_rmse,estimator_rank_3::ca_kf_s1e-06_q100::jerk_qp_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:estimator_rank_3::ca_kf_s1e-06_q100::jerk_qp_pva_ruckig,position_rmse,estimator_rank_3::ca_kf_s1e-06_q100::jerk_qp_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:estimator_rank_3::ca_kf_s1e-06_q100::one_step_governed_pva_direct,position_rmse,estimator_rank_3::ca_kf_s1e-06_q100::one_step_governed_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:estimator_rank_3::ca_kf_s1e-06_q100::one_step_governed_pva_ruckig,position_rmse,estimator_rank_3::ca_kf_s1e-06_q100::one_step_governed_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:estimator_rank_3::ca_kf_s1e-06_q100::predicted_p,position_rmse,estimator_rank_3::ca_kf_s1e-06_q100::predicted_p,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:estimator_rank_3::ca_kf_s1e-06_q100::raw_predicted_pv,position_rmse,estimator_rank_3::ca_kf_s1e-06_q100::raw_predicted_pv,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:estimator_rank_3::ca_kf_s1e-06_q100::scalar_projected_pva,position_rmse,estimator_rank_3::ca_kf_s1e-06_q100::scalar_projected_pva,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:jerk_qp_pva_direct,position_rmse,jerk_qp_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:jerk_qp_pva_ruckig,position_rmse,jerk_qp_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:one_step_governed_pva_direct,position_rmse,one_step_governed_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:one_step_governed_pva_ruckig,position_rmse,one_step_governed_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:predicted_p,position_rmse,predicted_p,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:raw_predicted_pv,position_rmse,raw_predicted_pv,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,position_rmse:scalar_projected_pva,position_rmse,scalar_projected_pva,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:deployed_p_only,total_p99_us,deployed_p_only,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:estimator_rank_2::local_poly_w7_d3_lag1::deployed_p_only,total_p99_us,estimator_rank_2::local_poly_w7_d3_lag1::deployed_p_only,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:estimator_rank_2::local_poly_w7_d3_lag1::jerk_qp_pva_direct,total_p99_us,estimator_rank_2::local_poly_w7_d3_lag1::jerk_qp_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:estimator_rank_2::local_poly_w7_d3_lag1::jerk_qp_pva_ruckig,total_p99_us,estimator_rank_2::local_poly_w7_d3_lag1::jerk_qp_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:estimator_rank_2::local_poly_w7_d3_lag1::one_step_governed_pva_direct,total_p99_us,estimator_rank_2::local_poly_w7_d3_lag1::one_step_governed_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:estimator_rank_2::local_poly_w7_d3_lag1::one_step_governed_pva_ruckig,total_p99_us,estimator_rank_2::local_poly_w7_d3_lag1::one_step_governed_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:estimator_rank_2::local_poly_w7_d3_lag1::predicted_p,total_p99_us,estimator_rank_2::local_poly_w7_d3_lag1::predicted_p,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:estimator_rank_2::local_poly_w7_d3_lag1::raw_predicted_pv,total_p99_us,estimator_rank_2::local_poly_w7_d3_lag1::raw_predicted_pv,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:estimator_rank_2::local_poly_w7_d3_lag1::scalar_projected_pva,total_p99_us,estimator_rank_2::local_poly_w7_d3_lag1::scalar_projected_pva,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:estimator_rank_3::ca_kf_s1e-06_q100::deployed_p_only,total_p99_us,estimator_rank_3::ca_kf_s1e-06_q100::deployed_p_only,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:estimator_rank_3::ca_kf_s1e-06_q100::jerk_qp_pva_direct,total_p99_us,estimator_rank_3::ca_kf_s1e-06_q100::jerk_qp_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:estimator_rank_3::ca_kf_s1e-06_q100::jerk_qp_pva_ruckig,total_p99_us,estimator_rank_3::ca_kf_s1e-06_q100::jerk_qp_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:estimator_rank_3::ca_kf_s1e-06_q100::one_step_governed_pva_direct,total_p99_us,estimator_rank_3::ca_kf_s1e-06_q100::one_step_governed_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:estimator_rank_3::ca_kf_s1e-06_q100::one_step_governed_pva_ruckig,total_p99_us,estimator_rank_3::ca_kf_s1e-06_q100::one_step_governed_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:estimator_rank_3::ca_kf_s1e-06_q100::predicted_p,total_p99_us,estimator_rank_3::ca_kf_s1e-06_q100::predicted_p,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:estimator_rank_3::ca_kf_s1e-06_q100::raw_predicted_pv,total_p99_us,estimator_rank_3::ca_kf_s1e-06_q100::raw_predicted_pv,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:estimator_rank_3::ca_kf_s1e-06_q100::scalar_projected_pva,total_p99_us,estimator_rank_3::ca_kf_s1e-06_q100::scalar_projected_pva,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:jerk_qp_pva_direct,total_p99_us,jerk_qp_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:jerk_qp_pva_ruckig,total_p99_us,jerk_qp_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:one_step_governed_pva_direct,total_p99_us,one_step_governed_pva_direct,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:one_step_governed_pva_ruckig,total_p99_us,one_step_governed_pva_ruckig,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:predicted_p,total_p99_us,predicted_p,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:raw_predicted_pv,total_p99_us,raw_predicted_pv,available_complete_denominator,exact split-manifest denominator verified
method_confidence_interval,total_p99_us:scalar_projected_pva,total_p99_us,scalar_projected_pva,available_complete_denominator,exact split-manifest denominator verified
paired_comparison,lag:one_step_pva-vs-predicted_p,lag_s,one_step_governed_pva_direct vs predicted_p,available_complete_pairs,exact split-manifest denominator verified
paired_comparison,max_error:one_step_pva-vs-predicted_p,position_max_abs_error,one_step_governed_pva_direct vs predicted_p,available_complete_pairs,exact split-manifest denominator verified
paired_comparison,position:jerk_qp_direct-vs-jerk_qp_ruckig,position_rmse,jerk_qp_pva_direct vs jerk_qp_pva_ruckig,available_complete_pairs,exact split-manifest denominator verified
paired_comparison,position:jerk_qp_direct-vs-one_step_direct,position_rmse,jerk_qp_pva_direct vs one_step_governed_pva_direct,available_complete_pairs,exact split-manifest denominator verified
paired_comparison,position:one_step_direct-vs-one_step_ruckig,position_rmse,one_step_governed_pva_direct vs one_step_governed_pva_ruckig,available_complete_pairs,exact split-manifest denominator verified
paired_comparison,position:one_step_pva-vs-deployed_p_only,position_rmse,one_step_governed_pva_direct vs deployed_p_only,available_complete_pairs,exact split-manifest denominator verified
paired_comparison,position:one_step_pva-vs-raw_predicted_pv,position_rmse,one_step_governed_pva_direct vs raw_predicted_pv,available_complete_pairs,exact split-manifest denominator verified
paired_comparison,primary_position:one_step_pva-vs-predicted_p,position_rmse,one_step_governed_pva_direct vs predicted_p,available_complete_pairs,exact split-manifest denominator verified
