comparison_id,stratum_dimension,stratum_value,metric,baseline_method,candidate_method,direction,relative_definition,relative_point_defined,relative_interval_defined,relative_status,improvement_direction,n_trajectories,n_expected_trajectories,n_excluded_trajectories,resamples,seed,confidence_level,baseline_mean,baseline_median,baseline_q25,baseline_q75,candidate_mean,candidate_median,candidate_q25,candidate_q75,absolute_difference,absolute_ci_low,absolute_ci_high,relative_difference,relative_ci_low,relative_ci_high,improvement,improvement_ci_low,improvement_ci_high,relative_improvement,relative_improvement_ci_low,relative_improvement_ci_high,effect_size_name,effect_size,effect_size_ci_low,effect_size_ci_high,effect_size_defined,unadjusted_p_value
primary_position:one_step_pva-vs-predicted_p,sample_rate_hz,100,position_rmse,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,120,120,0,10000,20360724,0.95,0.17766167971631203,0.08001418852161732,0.02591112409797733,0.23269490710039167,0.04019145979209921,0.012630265385407118,0.005454743322113741,0.021517370168224925,-0.1374702199242128,-0.17591085005798332,-0.10501241754873032,-0.7737753022695921,-0.8442252776752188,-0.6999634006170208,0.1374702199242128,0.10501241754873032,0.17591085005798332,0.7737753022695921,0.6999634006170208,0.8442252776752188,paired_cohen_dz_candidate_minus_baseline,-0.7060876702395453,-0.894625556066638,-0.5973601146872602,True,9.999000099990002e-05
max_error:one_step_pva-vs-predicted_p,reference_family,boundary_grazing,position_max_abs_error,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20360822,0.95,0.03304032188698609,0.03546702816126321,0.018890574845224755,0.04179640364868109,0.017273619437488962,0.017507559433529926,0.00993949313844736,0.02254416637496006,-0.015766702449497128,-0.019934271165089043,-0.01213975979317732,-0.4771957883287847,-0.5102191821141715,-0.44261269606342324,0.015766702449497128,0.01213975979317732,0.019934271165089043,0.4771957883287847,0.44261269606342324,0.5102191821141715,paired_cohen_dz_candidate_minus_baseline,-1.7220567342484312,-2.8364355466101387,-1.3651407058293181,True,9.999000099990002e-05
max_error:one_step_pva-vs-predicted_p,reference_family,oscillatory,position_max_abs_error,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20360823,0.95,0.992349272112951,0.5425640903937929,0.24536526392929706,1.392062676126298,0.2884038232218059,0.15974557540009882,0.03551307912621264,0.2672659243990355,-0.703945448891145,-0.9970428487195275,-0.4403833776921897,-0.7093726661302178,-0.839590320844238,-0.5637077895142322,0.703945448891145,0.4403833776921897,0.9970428487195275,0.7093726661302178,0.5637077895142322,0.839590320844238,paired_cohen_dz_candidate_minus_baseline,-1.0858329724056646,-1.5622308828162113,-0.8399097835387674,True,0.00019998000199980003
max_error:one_step_pva-vs-predicted_p,reference_family,piecewise_constant_jerk,position_max_abs_error,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20360824,0.95,0.2816023836432413,0.21546169990011327,0.13458916466708176,0.3935483635450803,0.025805238695876566,0.02726897759155278,0.017412349320876652,0.03559066038163283,-0.2557971449473647,-0.3425702416088247,-0.17976074969537975,-0.9083628541704074,-0.9241919156539595,-0.8867293901952931,0.2557971449473647,0.17976074969537975,0.3425702416088247,0.9083628541704074,0.8867293901952931,0.9241919156539595,paired_cohen_dz_candidate_minus_baseline,-1.3245506954418067,-1.870445246544662,-1.0689268401374155,True,9.999000099990002e-05
max_error:one_step_pva-vs-predicted_p,reference_family,rapid_reversal,position_max_abs_error,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20360825,0.95,0.04718868140306609,0.03895970184293983,0.03177968949908297,0.048770672114532454,0.04560106652840175,0.031063923696615085,0.010539405795090401,0.06601889291323178,-0.0015876148746643433,-0.029294739635860934,0.023488039807817603,-0.033643976213355006,-0.47558502899440663,0.6147410012279092,0.0015876148746643433,-0.023488039807817603,0.029294739635860934,0.033643976213355006,-0.6147410012279092,0.47558502899440663,paired_cohen_dz_candidate_minus_baseline,-0.025794377879673955,-0.46180189549295464,0.4495588874262721,True,0.9126087391260874
max_error:one_step_pva-vs-predicted_p,reference_family,stationary_endpoint,position_max_abs_error,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20360826,0.95,0.34128337280201776,0.33536704899397957,0.19913288409456392,0.4241134691936119,0.022085899147002232,0.022183448664284677,0.014771957313458844,0.031409900448709394,-0.31919747365501544,-0.4054649574348272,-0.24200923838904423,-0.9352857451985668,-0.9453060090907163,-0.9241407249518222,0.31919747365501544,0.24200923838904423,0.4054649574348272,0.9352857451985668,0.9241407249518222,0.9453060090907163,paired_cohen_dz_candidate_minus_baseline,-1.662435855110254,-2.895442670497082,-1.2522794083306779,True,9.999000099990002e-05
max_error:one_step_pva-vs-predicted_p,reference_family,stop_and_go,position_max_abs_error,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20360827,0.95,0.3506161124846662,0.35631081798367875,0.23436319583562448,0.4897699457030422,0.018361450435217565,0.019164116153376112,0.008777386463661746,0.025525344691564637,-0.33225466204944853,-0.40508635220597006,-0.2603222008754919,-0.9476308994897642,-0.9542721125677153,-0.940785967346839,0.33225466204944853,0.2603222008754919,0.40508635220597006,0.9476308994897642,0.940785967346839,0.9542721125677153,paired_cohen_dz_candidate_minus_baseline,-1.9938526467038042,-2.995314429840487,-1.5333703237613843,True,9.999000099990002e-05
max_error:one_step_pva-vs-predicted_p,demand_stratum,high,position_max_abs_error,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20360823,0.95,0.4890720968941257,0.3574831777041362,0.048339132413511704,0.4723855949172379,0.08275828786599858,0.028796681849026395,0.021474075551371444,0.04245301632260523,-0.40631380902812714,-0.6218636810757687,-0.24336997154708367,-0.8307850961206767,-0.9132165713837753,-0.7283815947357571,0.40631380902812714,0.24336997154708367,0.6218636810757687,0.8307850961206767,0.7283815947357571,0.9132165713837753,paired_cohen_dz_candidate_minus_baseline,-0.7546262805235716,-1.2189886287691774,-0.6011404470237971,True,0.0007999200079992001
max_error:one_step_pva-vs-predicted_p,demand_stratum,low,position_max_abs_error,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20360824,0.95,0.09161919928770285,0.0916416027323354,0.03164112455508719,0.11195459949047445,0.014785960194142144,0.0073729435189264555,0.00606544302610918,0.010146488298850061,-0.07683323909356068,-0.10507651304561527,-0.053073284104011506,-0.8386150467467932,-0.9037299813735932,-0.770517655563691,0.07683323909356068,0.053073284104011506,0.10507651304561527,0.8386150467467932,0.770517655563691,0.9037299813735932,paired_cohen_dz_candidate_minus_baseline,-1.0436874579097841,-1.720202101008499,-0.7876736072869648,True,0.00019998000199980003
max_error:one_step_pva-vs-predicted_p,demand_stratum,medium,position_max_abs_error,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20360825,0.95,0.2758719483023037,0.24439376265926252,0.04281363021912247,0.3186241470735166,0.04898679409052608,0.019976988617033207,0.017103579495503368,0.029720475162354907,-0.2268851542117776,-0.32358875242126867,-0.14515443933696862,-0.822429230692039,-0.8940183152362898,-0.7351109801977485,0.2268851542117776,0.14515443933696862,0.32358875242126867,0.822429230692039,0.7351109801977485,0.8940183152362898,paired_cohen_dz_candidate_minus_baseline,-0.8863510310362862,-1.3825876408875148,-0.6718942994953403,True,9.999000099990002e-05
max_error:one_step_pva-vs-predicted_p,demand_stratum,near_limit,position_max_abs_error,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20360826,0.95,0.5074901850711533,0.41779734219014086,0.06311746422382492,0.5576451806640053,0.13182302282652855,0.03502436524208108,0.026239278518789322,0.04792383292279621,-0.3756671622446249,-0.517151801242381,-0.2493643571797771,-0.740245177730785,-0.8814627940593377,-0.5724081558199763,0.3756671622446249,0.2493643571797771,0.517151801242381,0.740245177730785,0.5724081558199763,0.8814627940593377,paired_cohen_dz_candidate_minus_baseline,-0.9999232347622691,-1.4319063571549908,-0.7468466144319269,True,9.999000099990002e-05
max_error:one_step_pva-vs-predicted_p,sample_rate_hz,100,position_max_abs_error,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,120,120,0,10000,20360824,0.95,0.3410133573888214,0.15898882366838157,0.04557709927786629,0.44471826386027213,0.06958851624429883,0.02259277035269381,0.010878694929298747,0.03744281732352528,-0.27142484114452253,-0.34135325570711783,-0.20829501725824093,-0.795936098289093,-0.8669347266192687,-0.7120145643163251,0.27142484114452253,0.20829501725824093,0.34135325570711783,0.795936098289093,0.7120145643163251,0.8669347266192687,paired_cohen_dz_candidate_minus_baseline,-0.7261702817712292,-0.9210028566625691,-0.6100605148070485,True,9.999000099990002e-05
lag:one_step_pva-vs-predicted_p,reference_family,boundary_grazing,lag_s,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20360922,0.95,0.03150000000000003,0.020000000000000018,0.020000000000000018,0.03750000000000003,0.03650000000000002,0.030000000000000027,0.020000000000000018,0.052500000000000026,0.004999999999999994,-0.0005000000000000109,0.010500000000000006,0.1587301587301584,-0.013162280701754816,0.3877551020408161,-0.004999999999999994,-0.010500000000000006,0.0005000000000000109,-0.1587301587301584,-0.3877551020408161,0.013162280701754816,paired_cohen_dz_candidate_minus_baseline,0.3793934553196631,-0.041982415260376424,0.8290233757194793,True,0.09619038096190381
lag:one_step_pva-vs-predicted_p,reference_family,oscillatory,lag_s,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,False,point_defined_interval_undefined_bootstrap_baseline_mean_zero,baseline_minus_candidate_lower_is_better,20,20,0,10000,20360923,0.95,0.059999999999999984,0.40499999999999997,-0.21999999999999997,0.4975,0.029000000000000015,0.025000000000000022,-0.0025000000000000022,0.0675,-0.030999999999999972,-0.26051249999999987,0.227,-0.5166666666666664,,,0.030999999999999972,-0.227,0.26051249999999987,0.5166666666666664,,,paired_cohen_dz_candidate_minus_baseline,-0.05461969877004794,-0.6887949954864595,0.35919931778676806,True,0.8108189181081892
lag:one_step_pva-vs-predicted_p,reference_family,piecewise_constant_jerk,lag_s,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20360924,0.95,0.05550000000000003,0.05000000000000002,0.040000000000000036,0.06000000000000005,0.010000000000000009,0.010000000000000009,0.010000000000000009,0.010000000000000009,-0.04550000000000002,-0.0595,-0.034000000000000016,-0.8198198198198198,-0.8561151079136686,-0.7727272727272727,0.04550000000000002,0.034000000000000016,0.0595,0.8198198198198198,0.7727272727272727,0.8561151079136686,paired_cohen_dz_candidate_minus_baseline,-1.5168884501973796,-2.405517897918452,-1.2586620703537037,True,9.999000099990002e-05
lag:one_step_pva-vs-predicted_p,reference_family,rapid_reversal,lag_s,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20360925,0.95,0.1985,0.26,-0.21749999999999997,0.37749999999999995,0.5984999999999999,0.6100000000000001,0.525,0.8375,0.4,0.1274875000000001,0.6365124999999999,2.0151133501259446,0.3572041678875543,28.19327242524913,-0.4,-0.6365124999999999,-0.1274875000000001,-2.0151133501259446,-28.19327242524913,-0.3572041678875543,paired_cohen_dz_candidate_minus_baseline,0.663973522661675,0.17902766853777158,1.5817239780463483,True,0.0021997800219978004
lag:one_step_pva-vs-predicted_p,reference_family,stationary_endpoint,lag_s,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20360926,0.95,0.028000000000000018,0.020000000000000018,0.020000000000000018,0.030000000000000027,0.010000000000000009,0.010000000000000009,0.010000000000000009,0.010000000000000009,-0.01800000000000001,-0.028000000000000008,-0.01150000000000001,-0.6428571428571428,-0.7368421052631577,-0.5348837209302325,0.01800000000000001,0.01150000000000001,0.028000000000000008,0.6428571428571428,0.5348837209302325,0.7368421052631577,paired_cohen_dz_candidate_minus_baseline,-0.870705506366955,-3.1390956609551504,-0.7451139545028037,True,0.0008999100089991
lag:one_step_pva-vs-predicted_p,reference_family,stop_and_go,lag_s,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20360927,0.95,0.122,0.09500000000000001,0.0875,0.16500000000000004,0.010000000000000009,0.010000000000000009,0.010000000000000009,0.010000000000000009,-0.11200000000000002,-0.13799999999999998,-0.08800000000000001,-0.918032786885246,-0.9324324324324323,-0.8979591836734695,0.11200000000000002,0.08800000000000001,0.13799999999999998,0.918032786885246,0.8979591836734695,0.9324324324324323,paired_cohen_dz_candidate_minus_baseline,-1.9160443952218011,-2.531964939297151,-1.619199806131645,True,9.999000099990002e-05
lag:one_step_pva-vs-predicted_p,demand_stratum,high,lag_s,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20360923,0.95,0.17633333333333337,0.07999999999999999,0.020000000000000018,0.22999999999999998,0.11866666666666663,0.010000000000000009,0.010000000000000009,0.030000000000000027,-0.05766666666666666,-0.1463333333333333,0.039,-0.32703213610586,-0.7624462798818159,0.2549811878449849,0.05766666666666666,-0.039,0.1463333333333333,0.32703213610586,-0.2549811878449849,0.7624462798818159,paired_cohen_dz_candidate_minus_baseline,-0.21704532146533895,-0.8058071433675533,0.12413351276240607,True,0.23347665233476653
lag:one_step_pva-vs-predicted_p,demand_stratum,low,lag_s,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20360924,0.95,0.07066666666666668,0.045000000000000026,0.020000000000000018,0.1325,0.15366666666666662,0.010000000000000009,0.010000000000000009,0.05250000000000005,0.08300000000000003,-0.03533333333333332,0.22199999999999998,1.1745283018867927,-0.2814855836849507,33.52448512585812,-0.08300000000000003,-0.22199999999999998,0.03533333333333332,-1.1745283018867927,-33.52448512585812,0.2814855836849507,paired_cohen_dz_candidate_minus_baseline,0.22704771885157185,-0.14697690025010168,0.5085410945049902,True,0.2054794520547945
lag:one_step_pva-vs-predicted_p,demand_stratum,medium,lag_s,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20360925,0.95,0.03233333333333335,0.05,0.020000000000000018,0.08999999999999997,0.11199999999999997,0.010000000000000009,0.010000000000000009,0.03750000000000003,0.07966666666666664,-0.039674999999999926,0.21433333333333338,2.4639175257731933,-0.42354723707664876,59.60166666666634,-0.07966666666666664,-0.21433333333333338,0.039674999999999926,-2.4639175257731933,-59.60166666666634,0.42354723707664876,paired_cohen_dz_candidate_minus_baseline,0.22013099873610256,-0.17054338508399025,0.5003357698849006,True,0.22547745225477453
lag:one_step_pva-vs-predicted_p,demand_stratum,near_limit,lag_s,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20360926,0.95,0.05100000000000001,0.07000000000000006,0.020000000000000018,0.19749999999999998,0.0783333333333333,0.010000000000000009,0.010000000000000009,0.04750000000000002,0.027333333333333317,-0.13367499999999993,0.19066666666666665,0.5359477124183002,-1.7196910695742464,19.00166666666659,-0.027333333333333317,-0.19066666666666665,0.13367499999999993,-0.5359477124183002,-19.00166666666659,1.7196910695742464,paired_cohen_dz_candidate_minus_baseline,0.05823933331765113,-0.340970631559773,0.3917470062464845,True,0.7365263473652635
lag:one_step_pva-vs-predicted_p,sample_rate_hz,100,lag_s,predicted_p,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,120,120,0,10000,20360924,0.95,0.08258333333333333,0.05000000000000002,0.020000000000000018,0.1825,0.11566666666666664,0.010000000000000009,0.010000000000000009,0.04250000000000003,0.03308333333333332,-0.031666666666666655,0.10083541666666664,0.4006054490413722,-0.2750969077131969,3.592619916003524,-0.03308333333333332,-0.10083541666666664,0.031666666666666655,-0.4006054490413722,-3.592619916003524,0.2750969077131969,paired_cohen_dz_candidate_minus_baseline,0.08885585638099888,-0.09525280301846784,0.24891325078195228,True,0.3281671832816718
position:one_step_pva-vs-deployed_p_only,reference_family,boundary_grazing,position_rmse,deployed_p_only,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361022,0.95,0.01817300378676706,0.018565696393523252,0.011232157044699879,0.02436591286606796,0.011326437917206547,0.011343223992849174,0.006522685696308289,0.01487073690589078,-0.006846565869560513,-0.00881428248195199,-0.005150320557531033,-0.3767437650866468,-0.4178558131964959,-0.3324525557664921,0.006846565869560513,0.005150320557531033,0.00881428248195199,0.3767437650866468,0.3324525557664921,0.4178558131964959,paired_cohen_dz_candidate_minus_baseline,-1.5840458018593584,-2.596908636731753,-1.3006865687248503,True,9.999000099990002e-05
position:one_step_pva-vs-deployed_p_only,reference_family,oscillatory,position_rmse,deployed_p_only,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361023,0.95,0.5191176055874644,0.2749559320950997,0.11737459674410973,0.6618377460928802,0.16670210015511466,0.10491644985596069,0.022371362827310906,0.17019622624841474,-0.3524155054323497,-0.5072676887485655,-0.21638497497522444,-0.6788741156900955,-0.7997181461803816,-0.5662991037730059,0.3524155054323497,0.21638497497522444,0.5072676887485655,0.6788741156900955,0.5662991037730059,0.7997181461803816,paired_cohen_dz_candidate_minus_baseline,-1.0236681961106333,-1.4464295062724417,-0.784236203610802,True,0.00019998000199980003
